PRODUCT_CODE,NAME,BRIEF_DESCRIPTION,RETAIL_PRICE_UAH,DESCRIPTION,AVAILABLE,MEDIUM_IMAGE,CATEGORY,STOCKS_EXPECTED,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,OPTION_NAME,VALUE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0327194,Ноутбук Vinga Iron S140 (S140-P50464GWP),"14"", 1920х1080 (FullHD), IPS, Intel Pentium N5000 (1.1 - 2.7 ГГц), 4, 4 ГБ, SSD - 64 ГБ eMMC, Intel UHD Graphics 605, Windows 10 Pro, металлический корпус, слот SSD M.2, подсветка клавиатуры, сканер отпечатков пальцев, 1.38 кг, серый",10199.00,"<p>Ноутбук <b>Vinga Iron S140 (S140-P50464GWP) </b>— надежное компьютерное устройство в металлическом корпусе серого цвета. Нужен мощный лэптоп для работы? Тогда эта модель вам идеально подойдет! Диагональ монитора — 14"". IPS экран качественно отображает видео с разрешением 1920 х 1080 (FullHD). Высокопроизводительный и при этом энергоэффективный процессор Intel Pentium N5000 с частотой до 2.7 ГГц без сбоев выполняет быструю обработку больших объемов данных. Кроме того, возможность эксплуатировать требовательное ПО обеспечивается эффективным модулем оперативной памяти на 4 ГБ.</p><p>Размер встроенной памяти составляет 64 ГБ, но вы можете дополнительно вмонтировать SSD в предусмотренный для этого слот М2. Модель поддерживает технологии беспроводной передачи данных Wi-Fi (2.4 и 5 Ггц) и Bluetooth. В корпусе имеются порты USB (2.0 и 3.0), а также комбинированный аудио-разъем и гнездо под miniHDMI. Высокое качество голосовой связи и видео-звонков обеспечивается встроенной веб-камерой на 2 мегапикселя, а также стерео микрофоном. Стереодинамики передают достаточно чистый звук — без тресков и иных дефектов.</p><p>Благодаря высокой чувствительности тачпада вы сможете с комфортом работать на лэптопе даже без подключения внешних координатных приспособлений для управления курсором. Производитель оснастил ее дополнительно сканером отпечатка пальца. Таким образом, вы можете оставлять устройство на месте работы без присмотра, не опасаясь, что кто-то получит доступ к хранящимся на нем файлам. Плюс вы будете экономить время при каждом включении - просто приложив палец, вместо введения пароля.</p><p>Клавиатура оборудована подсветкой, поэтому для работы в ночное время суток вам совсем необязательно включать свет в помещении: кнопки будут хорошо видны и без этого. Батареи емкостью 7.4V 5000mAh хватает на 6 часов работы, когда она полностью заряжена. Несмотря на то, что главным материалом для изготовления корпуса послужил алюминий , ноутбук весит всего лишь 1380 грамм. Кроме того, он является весьма компактным: 22.2 см в глубину, 33.2 см в ширину и до 1.4 см в толщину.</p><p>В ноутбуке уже предустановлена операционная система - <b>Windows 10 Pro</b>. Таким образом вы получаете полностью готовое к работе устройство - просто включите его. Предусмотрена возможность апгрейда: слот под установку SSD M.2.</p>","{'1': 3, '19': 1, '29': 1, '42': 1, '58': 1, '121': 1, '144': 1, '168': 1, '172': 1, '200': 1, '225': 1, '245': 1, '258': 1, '259': 2}",http://opt.brain.com.ua/static/images/prod_img/9/4/U0327194.jpg,Ноутбуки,"{'73': '2021-06-01 14:00:00', '94': '2021-06-01 16:30:00', '200': '2021-06-01 16:00:00', '259': '2021-06-01 16:30:00', '1002': '2021-05-31 20:00:00'}",Производитель,Vinga,Модель,Iron S140,Артикул,S140-P50464GWP,Серия (модельный ряд),Vinga Iron,Тип ноутбука,Бизнес,Диагональ дисплея,"14""",Разрешение,1920х1080 (FullHD),Поверхность экрана,глянцевая,Тип матрицы,IPS,Процессор,Intel Pentium N5000 (1.1 - 2.7 ГГц),Количество ядер процессора,4,Тип оперативной памяти,DDR4,Объем оперативной памяти,4 ГБ,Типы внутренних накопителей,eMMC,Объем SSD,64 ГБ eMMC,Оптический привод,No ODD,Кардридер,Card-reader,Тип видеокарты,интегрированная,Видеокарта,Intel UHD Graphics 605,Веб-камера,WEB-Camera 2 MP,Дополнительные возможности,встроенный микрофон,Дополнительные возможности,стереодинамики,Беспроводные технологии,Bluetooth,Беспроводные технологии,Dual-Band Wi-Fi,Интерфейсы и подключения,1 х USB 2.0,Интерфейсы и подключения,1 x USB 3.0,Интерфейсы и подключения,miniHDMI,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Windows 10 Pro,Емкость батареи,7.4V 5000mAh,Заявленное время работы (часов),6,Особенности,металлический корпус,Особенности,слот SSD M.2,Особенности,подсветка клавиатуры,Особенности,сканер отпечатков пальцев,Ширина,332 мм,Высота,14 мм,Глубина,222 мм,Вес,1.38 кг,Цвет,серый,Также ищут,недорогие,Также ищут,маленькие,Также ищут,тонкие,Страна производства,Китай,"Гарантия, мес",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0327245,Ноутбук Vinga Twizzle Pen J133 (J133-P42464PDGWP),"13.3"", 1920х1080 (FullHD), IPS, Intel Pentium N4200 (up to 2.5 ГГц), 4, 4 ГБ, SSD - 64 ГБ eMMC, Intel HD Graphics 505, Windows 10 Pro, металлический корпус, сенсорный экран, подсветка клавиатуры, сканер отпечатков пальцев, 1.44  кг, темно-серый",11999.00,"<p>Ноутбук <b>Vinga Twizzle Pen J133 (J133-P42464PDGWP) </b>— одна из самых практичных и комфортных в эксплуатации моделей в своей серии. Производителем предусмотрена возможность разворачивать подвижный сегмент корпуса на 360°. В случае необходимости, одним легким движением руки вы можете трансформировать этот мощный ноутбук с 13.3-дюймовым экраном в огромный планшет. И этим лэптопом действительно можно пользоваться, как мобильным гаджетом, ведь он оснащен современным сенсорным экраном. Если вам будет неудобно пользоваться клавиатурой, сложите устройство вдвое и продолжайте работу. Корпус выполнен из высокопрочного алюминия, защищенного от коррозии и окрашенной в темно-серый цвет.</p><p>Модель оснащена сканером отпечатков пальцев, благодаря которому вы можете обезопасить свои файлы от действий посторонних лиц. Ноутбук оснащается высокопроизводительным энергоэффективным процессором, тактовая частота которого в зависимости от загрузки может достигать 2.5 ГГц. В качестве основного хранилища данных выступает память на 64 ГБ, но можно установить в специальный слот М2 дополнительно накопитель SSD. Видеоадаптер Intel HD Graphics 505 быстро обрабатывает картинку в FullHD-качестве.</p><p>Свободно общайтесь по видео- и аудио-связи, записывайте ролики и реплики, смотрите фильмы с потрясающим звуком! Фирменные динамики, 2-мегапиксельная камера и встроенный стерео микрофон обеспечат оптимальную передачу и реалистичное воспроизведение контента. Для подключения внешнего оборудования используйте порты USB, Audio, miniHDMI и кардридер.</p><p>Благодаря аккумуляторной батарее, обладающей энергоемкостью 4500 мАч, даже если в вашем доме или офисе внезапно отключат электроэнергию, вы сможете еще около 6 часов интенсивно работать на этом лэптопе. Клавиатура оборудована подсветкой, которую можно отключить в настройках системы, чтобы снизить энергопотребление.</p><p>Габариты корпуса составляют 31.65 x 21.3 x 1.75 см (ширина, глубина и толщина). Благодаря тому, что конструкция данного лэптопа является трансформируемой, его вполне можно отнести к компактным, портативным устройствам, даже несмотря на внушительную диагональ дисплея.&nbsp;В ноутбуке уже предустановлена операционная система - <b>Windows 10 Pro</b>. Таким образом вы получаете полностью готовое к работе устройство - просто включите его.</p>",{'1': 1},http://opt.brain.com.ua/static/images/prod_img/4/5/U0327245.jpg,Ноутбуки,"{'19': '2021-06-02 09:00:00', '29': '2021-05-31 15:00:00', '42': '2021-05-31 15:00:00', '58': '2021-06-01 15:00:00', '73': '2021-06-01 14:00:00', '94': '2021-06-01 16:30:00', '121': '2021-05-31 17:30:00', '144': '2021-06-01 14:00:00', '168': '2021-06-01 17:00:00', '172': '2021-06-01 11:00:00', '200': '2021-06-01 16:00:00', '225': '2021-06-01 16:00:00', '245': '2021-06-01 15:15:00', '258': '2021-06-01 10:30:00', '259': '2021-06-01 16:30:00', '1002': '2021-05-31 20:00:00'}",Производитель,Vinga,Модель,Twizzle Pen J133,Артикул,J133-P42464PDGWP,Серия (модельный ряд),Vinga Twizzle Pen,Тип ноутбука,Трансформер,Тип ноутбука,Нетбуки,Диагональ дисплея,"13.3""",Разрешение,1920х1080 (FullHD),Тип матрицы,IPS,Процессор,Intel Pentium N4200 (up to 2.5 ГГц),Количество ядер процессора,4,Тип оперативной памяти,DDR4,Объем оперативной памяти,4 ГБ,Типы внутренних накопителей,eMMC,Объем SSD,64 ГБ eMMC,Оптический привод,No ODD,Кардридер,Card-reader,Тип видеокарты,интегрированная,Видеокарта,Intel HD Graphics 505,Веб-камера,WEB-Camera,Дополнительные возможности,стереодинамики,Беспроводные технологии,Bluetooth,Беспроводные технологии,Dual-Band Wi-Fi,Интерфейсы и подключения,1 х USB 2.0,Интерфейсы и подключения,1 x USB 3.0,Интерфейсы и подключения,miniHDMI,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Windows 10 Pro,Емкость батареи,7.6V 4500mAh,Заявленное время работы (часов),6,Дополнительно,+ стилус,Особенности,металлический корпус,Особенности,подсветка клавиатуры,Особенности,сканер отпечатков пальцев,Особенности,сенсорный экран,Ширина,316.5 мм,Высота,17.5 мм,Глубина,213 мм,Вес,1.44  кг,Цвет,темно-серый,Также ищут,недорогие,Также ищут,маленькие,Также ищут,тонкие,Сенсорный экран,Multi-touch,Страна производства,Китай,"Гарантия, мес",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0355150,Ноутбук Lenovo ThinkPad T490s (20NX0008RT),"14"", 1920х1080 (FullHD), IPS, Intel Core i5 8265U, 4, 8 ГБ, SSD - 512 ГБ, Intel UHD Graphics 620, Windows 10 Pro, подсветка клавиатуры, сканер отпечатков пальцев, TPM модуль, 1.35 кг, черный",34001.00,"<p><b>Ноутбук для рабочих дней, ночей и выходных</b></p><p>Возможно, легкий и производительный ThinkPad T490s — это наша лучшая модель в серии T за все время. Элегантная рамка в новом дизайне обеспечивает большую площадь экрана, а сам ноутбук можно оснастить самыми разными дисплеями, включая дисплей стандарта WQHD с поддержкой технологии Dolby Vision®. Этот ноутбук также отличается улучшенными функциями безопасности и конфиденциальности, обеспечивает до 20 часов автономной работы и оснащается алюминиевой крышкой в серебристом цвете.</p><p><b>Работает по команде</b></p><p>С помощью Cortana Premium вы можете произносить команды для ThinkPad T490s из любой точки комнаты. Встроенные микрофоны дальнего радиуса действия гарантируют, что ваш голос будет услышан. Вы также можете будить устройство с помощью простой фразы, быстро и легко находить файлы и события календаря и даже переводить систему в режим ожидания, чтобы увеличить время автономной работы. Делитесь своими мыслями и одновременно повышайте производительность.</p><p><b>Легко в учении и в бою</b></p><p>Как и другие ноутбуки ThinkPad, T490s протестирован на соответствие 12 требованиям военного уровня и прошел более 200 проверок качества, необходимых для обеспечения работы в экстремальных условиях. От арктической глуши до пыльных бурь в пустыне, от невесомости до высокой влажности с попаданием влаги и капель — вы можете положиться на этот ноутбук в любой жизненной ситуации.</p><p><b>От 0 до 80% за 60 минут</b></p><p>ThinkPad T490s обеспечивает до 20 часов автономной работы*. А если заряд будет заканчиваться, то с помощью технологии Rapid Charge аккумулятор можно зарядить на 80 % всего за час. Таким образом, за 60-минутный перерыв можно легко зарядить аккумулятор почти на 16 часов работы. Что еще нужно для активной жизни?</p><p><b>Что происходит на вашем компьютере, остается на вашем компьютере</b></p><p>Вы сами решаете, какой информацией делиться, а какой — нет. Если вы хотите защитить свои данные от посторонних глаз, ThinkPad T490s можно оснастить дисплеем стандарта FHD с поддержкой PrivacyGuard — эксклюзивной технологии, которая сужает боковые углы обзора, делая изображение на экране видимым только пользователю. Теперь все камеры можно оснастить ThinkShutter — физической шторкой, которую можно по необходимости открывать и закрывать. Также вы можете добавить опциональную инфракрасную камеру и устройство распознавания отпечатков пальцев для входа в систему с помощью биометрических данных.</p>",[],http://opt.brain.com.ua/static/images/prod_img/5/0/U0355150.jpg,Ноутбуки,"{'1': '2021-05-31 13:30:00', '19': '2021-06-01 17:00:00', '29': '2021-06-01 18:00:00', '42': '2021-06-01 15:00:00', '58': '2021-06-01 18:00:00', '73': '2021-06-01 14:00:00', '94': '2021-06-02 17:30:00', '121': '2021-06-01 17:00:00', '144': '2021-06-01 15:00:00', '168': '2021-06-01 17:00:00', '172': '2021-06-01 18:00:00', '200': '2021-06-01 17:00:00', '225': '2021-06-01 17:00:00', '245': '2021-06-01 16:00:00', '258': '2021-06-01 18:00:00', '259': '2021-06-03 18:00:00', '1002': '2021-05-31 20:00:00'}",Производитель,Lenovo,Модель,ThinkPad T490s,Артикул,20NX0008RT,Серия (модельный ряд),Lenovo ThinkPad,Тип ноутбука,Бизнес,Диагональ дисплея,"14""",Разрешение,1920х1080 (FullHD),Поверхность экрана,антибликовое покрытие,Тип матрицы,IPS,Поколение процессора Intel,8-th generation,Процессор,Intel Core i5 8265U,Количество ядер процессора,4,Тип оперативной памяти,DDR4,Объем оперативной памяти,8 ГБ,Типы внутренних накопителей,SSD,Объем SSD,512 ГБ,Оптический привод,No ODD,Кардридер,Card-reader,Тип видеокарты,интегрированная,Видеокарта,Intel UHD Graphics 620,Веб-камера,WEB-Camera,Дополнительные возможности,встроенный микрофон,Дополнительные возможности,стереодинамики,Беспроводные технологии,Bluetooth,Беспроводные технологии,Wi-Fi,Сетевой адаптер,LAN (RJ-45),Интерфейсы и подключения,USB 3.1 Type-C,Интерфейсы и подключения,Smart Card,Интерфейсы и подключения,Thunderbolt 3,Интерфейсы и подключения,2 х USB 3.1,Интерфейсы и подключения,HDMI,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Windows 10 Pro,Емкость батареи,3 cell,Особенности,подсветка клавиатуры,Особенности,сканер отпечатков пальцев,Особенности,TPM модуль,Вес,1.35 кг,Цвет,черный,Также ищут,маленькие,Страна производства,Китай,"Гарантия, мес",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0363641,Ноутбук Dell Latitude 7300 (N034L730013ERC_W10),"13.3"", 1920х1080 (FullHD), Intel Core i5 8365U (1.6 - 4.1 ГГц), 4, 16 ГБ, SSD - 512 ГБ, Intel UHD Graphics 620, Windows 10 Pro, подсветка клавиатуры, сканер отпечатков пальцев, 1.3 кг, черный",50687.00,"<p><b>Dell Latitude 7300</b> - бизнесовый ноутбук в компактных габаритах. Если попробовать описать его парой слов, то это надежный малый, с которым не страшно взяться за сложную работу. Выглядит ноутбук сдержанно, благодаря чему может подойти к деловому костюму бизнесмена, повседневной одежды офисного работника и любого рюкзака студента. Dell Latitude 7300 легко бросить в сумку и поехать в командировку или конференцию. Экран в 13'' дюймовдостаточно мал, чтобы поместиться даже в сумку-шопер девушки, а в обычный рюкзак он тем более поместится. Вес устройства составляет чуть больше одного килограмма, а поэтому он не обременит своего владельца, даже в длительном путешествии. </p><p>Несмотря на свою компактность и портативность, ноутбук имеет хороший запас мощности. Для бизнес-проектов, сложного обучения (например студента-айтишника), высоких нагрузок это устройство можно брать - процессор Intel Core i5-8365U с 16 ГБ оперативной памяти и 512 ГБ SSD-накопителя продемонстрирует хорошую производительность. Dell Latitude 7300 позволит работать в быстром темпе и без торможений, благодаря присутствующему интерфейсу USB Type-C пользователь сможет передавать данные без задержек во времени, а потому любое взаимодействие с Dell Latitude 7300 будет эффективным. Для такого устройства можно выбирать сложные современные приложения и программы, вести масштабные проекты и всегда держать под контролем дела. Благодаря высокой портативности, ноутбук можно будет брать и работать в интернет-кафе, в дороге, в ожидании своего рейса или в коридоре университета, что часто бывает в период сессии. </p><p>В дизайне Dell Latitude 7300 классический представитель линейки - никаких декоративных элементов, которые могут отвлекать от работы. Особенностью конструкции этой модели можно назвать подсветку клавиатуры. Для такого ноутбука как Dell Latitude 7300 эта функция является очень полезной. Например, с ноутбуком можно будет продолжать работать в транспорте или находясь в слабоосвещенной комнате, не мешая окружающим. </p><p>Dell Latitude 7300 - выбор современного пользователя, который хочет работать активно и эффективно.&nbsp;</p>",[],http://opt.brain.com.ua/static/images/prod_img/4/1/U0363641.jpg,Ноутбуки,"{'1': '2021-05-31 13:30:00', '19': '2021-06-01 17:00:00', '29': '2021-06-01 18:00:00', '42': '2021-06-01 15:00:00', '58': '2021-06-01 18:00:00', '73': '2021-06-01 14:00:00', '94': '2021-06-02 17:30:00', '121': '2021-06-01 17:00:00', '144': '2021-06-01 15:00:00', '168': '2021-06-01 17:00:00', '172': '2021-06-01 18:00:00', '200': '2021-06-01 17:00:00', '225': '2021-06-01 17:00:00', '245': '2021-06-01 16:00:00', '258': '2021-06-01 18:00:00', '259': '2021-06-03 18:00:00', '1002': '2021-05-31 20:00:00'}",Производитель,Dell,Модель,Latitude 7300,Артикул,N034L730013ERC_W10,Серия (модельный ряд),Dell Latitude,Тип ноутбука,Бизнес,Тип ноутбука,Нетбуки,Диагональ дисплея,"13.3""",Разрешение,1920х1080 (FullHD),Поверхность экрана,антибликовое покрытие,Поколение процессора Intel,8-th generation,Процессор,Intel Core i5 8365U (1.6 - 4.1 ГГц),Количество ядер процессора,4,Тип оперативной памяти,DDR4,Объем оперативной памяти,16 ГБ,Типы внутренних накопителей,SSD,Объем SSD,512 ГБ,Оптический привод,No ODD,Кардридер,Card-reader,Тип видеокарты,интегрированная,Видеокарта,Intel UHD Graphics 620,Веб-камера,WEB-Camera,Дополнительные возможности,встроенный микрофон,Дополнительные возможности,стереодинамики,Беспроводные технологии,Bluetooth,Беспроводные технологии,Wi-Fi,Интерфейсы и подключения,USB 3.1 Type-C,Интерфейсы и подключения,2 х USB 3.1,Интерфейсы и подключения,HDMI,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Windows 10 Pro,Емкость батареи,4 cell,Особенности,подсветка клавиатуры,Особенности,сканер отпечатков пальцев,Вес,1.3 кг,Цвет,черный,Также ищут,маленькие,Страна производства,Китай,"Гарантия, мес",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0375814,Ноутбук Lenovo ThinkPad X1 Yoga 14 (20QF001XRT),"14"", 2560x1440 (WQHD), IPS, Intel Core i5 8265U, 4, 16 ГБ, SSD - 256 ГБ, Intel UHD Graphics 620, Windows 10 Pro, сенсорный экран, подсветка клавиатуры, сканер отпечатков пальцев, TPM модуль, 1.36 кг, серый",72077.00,"<p><b>Ноутбук Lenovo ThinkPad X1 Yoga 14 (20QF001XRT)</b><br></p><p>Lenovo ThinkPad X1 Yoga - известный ноутбук-трансформер бизнес-класса. ThinkPad X1 Yoga олицетворяет в себе самые смелые инженерные решения, ведь имеет компактный сенсорный дисплей, который способен поворачиваться на 360 градусов. Таким образом, ThinkPad X1 Yoga является более удобным для творческих задач, может заменять собой планшет, а также упрощает презентационные задачи при общении с клиентами или партнерами.</p><p>Ноутбук соответствует потребностям продвинутых пользователей, а потому оснащен современными премиальными компоненты. Среди них есть центральный процессор Intel Core i5-8265U, 16 ГБ памяти новейшего типа и SSD-накопитель. Благодаря такому оснащению ThinkPad X1 Yoga чрезвычайно мощный, быстро обрабатывает данные и готов к выполнению многих задач одновременно.</p><p>Весит устройство всего 1.4 кг, что вместе с 14-дюймовым WQHD экраном гарантирует высокий уровень его портативности. Клавиатура ноутбука не только удобна для быстрого набора текста, а еще и имеет подсветку. Это удобно для работы при низком уровне освещения, например в дороге или в темное время суток.</p><p>Набор скоростных интерфейсов обеспечит быстрым обменом данных, а также возможностью подключения внешних накопителей и периферийных устройств к ноутбуку.</p><p>ThinkPad X1 Yoga - выбор настоящих профессионалов.&nbsp;</p>",[],http://opt.brain.com.ua/static/images/prod_img/1/4/U0375814.jpg,Ноутбуки,"{'1': '2021-05-31 16:30:00', '19': '2021-06-01 17:00:00', '29': '2021-06-01 18:00:00', '42': '2021-06-01 16:55:00', '58': '2021-06-01 18:25:00', '73': '2021-06-01 14:00:00', '94': '2021-06-01 17:30:00', '121': '2021-06-01 17:30:00', '144': '2021-06-02 14:00:00', '168': '2021-06-01 17:00:00', '172': '2021-06-01 17:30:00', '200': '2021-06-01 17:00:00', '225': '2021-06-01 17:55:00', '245': '2021-06-01 16:00:00', '258': '2021-06-02 13:00:00', '259': '2021-06-01 18:00:00', '1002': '2021-05-31 20:00:00'}",Производитель,Lenovo,Модель,ThinkPad X1 Yoga 14,Артикул,20QF001XRT,Серия (модельный ряд),Lenovo ThinkPad,Тип ноутбука,Трансформер,Диагональ дисплея,"14""",Разрешение,2560x1440 (WQHD),Поверхность экрана,глянцевая,Тип матрицы,IPS,Поколение процессора Intel,8-th generation,Процессор,Intel Core i5 8265U,Количество ядер процессора,4,Тип оперативной памяти,DDR3,Объем оперативной памяти,16 ГБ,Типы внутренних накопителей,SSD,Объем SSD,256 ГБ,Оптический привод,No ODD,Тип видеокарты,интегрированная,Видеокарта,Intel UHD Graphics 620,Веб-камера,WEB-Camera,Аудиосистема,High Definition Audio,Дополнительные возможности,встроенный микрофон,Дополнительные возможности,стереодинамики,Беспроводные технологии,4G LTE,Беспроводные технологии,Bluetooth,Беспроводные технологии,Wi-Fi,Интерфейсы и подключения,2 х USB 3.1,Интерфейсы и подключения,2 х USB Type-C,Интерфейсы и подключения,HDMI,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Windows 10 Pro,Особенности,подсветка клавиатуры,Особенности,сканер отпечатков пальцев,Особенности,TPM модуль,Особенности,сенсорный экран,Ширина,323 мм,Высота,15.5 мм,Глубина,218 мм,Вес,1.36 кг,Цвет,серый,Также ищут,маленькие,Также ищут,тонкие,Сенсорный экран,Multi-touch,Страна производства,Китай,"Гарантия, мес",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0375853,Ноутбук Acer Predator Helios 300 PH315-52 (NH.Q54EU.06E),"15.6"", 1920х1080 (FullHD), IPS, Intel Core i5 9300H (2.4-4.1ГГц), 4, 16 ГБ, SSD - 1 ТБ, NVIDIA Geforce RTX 2060, GPU - 6 ГБ, Linux, подсветка клавиатуры, 2.4 кг, черный",55499.00,,[],http://opt.brain.com.ua/static/images/prod_img/5/3/U0375853.jpg,Ноутбуки,"{'1': '2021-05-31 16:30:00', '19': '2021-06-01 17:00:00', '29': '2021-06-01 18:00:00', '42': '2021-06-01 16:55:00', '58': '2021-06-01 18:25:00', '73': '2021-06-01 14:00:00', '94': '2021-06-01 17:30:00', '121': '2021-06-01 17:30:00', '144': '2021-06-02 14:00:00', '168': '2021-06-01 17:00:00', '172': '2021-06-01 17:30:00', '200': '2021-06-01 17:00:00', '225': '2021-06-01 17:55:00', '245': '2021-06-01 16:00:00', '258': '2021-06-02 13:00:00', '259': '2021-06-01 18:00:00', '1002': '2021-05-31 20:00:00'}",Производитель,Acer,Модель,Predator Helios 300 PH315-52,Артикул,NH.Q54EU.06E,Серия (модельный ряд),Acer Predator,Тип ноутбука,Игровой,Диагональ дисплея,"15.6""",Разрешение,1920х1080 (FullHD),Поверхность экрана,антибликовое покрытие,Тип матрицы,IPS,Частота обновления экрана,144Hz,Поколение процессора Intel,9-th generation,Процессор,Intel Core i5 9300H (2.4-4.1ГГц),Количество ядер процессора,4,Объем оперативной памяти,16 ГБ,Типы внутренних накопителей,SSD,Объем SSD,1 ТБ,Оптический привод,No ODD,Кардридер,Card-reader,Тип видеокарты,дискретная,Видеокарта,NVIDIA Geforce RTX 2060,Объем встроенной видеопамяти,6 ГБ,Веб-камера,WEB-Camera,Дополнительные возможности,встроенный микрофон,Дополнительные возможности,стереодинамики,Беспроводные технологии,Bluetooth,Беспроводные технологии,Wi-Fi,Сетевой адаптер,Gigabit Ethernet,Интерфейсы и подключения,3 x USB 3.0,Интерфейсы и подключения,USB-C,Интерфейсы и подключения,HDMI,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Linux,Емкость батареи,4 cell,Особенности,подсветка клавиатуры,Вес,2.4 кг,Цвет,черный,Страна производства,Китай,"Гарантия, мес",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U0379077,Ноутбук Lenovo ThinkPad X1 Extre 2 (20QV0012RT),"15.6"", 1920х1080 (FullHD), IPS, Intel Core i5 9300H (2.4-4.1ГГц), 4, 16 ГБ, SSD - 512 ГБ, NVIDIA GeForce GTX 1650, GPU - 4 ГБ, Windows 10 Pro 64bit, подсветка клавиатуры, сканер отпечатков пальцев, 1.7 кг, черный",72818.00,,[],http://opt.brain.com.ua/static/images/prod_img/7/7/U0379077.jpg,Ноутбуки,"{'1': '2021-05-31 16:30:00', '19': '2021-06-01 17:00:00', '29': '2021-06-01 18:00:00', '42': '2021-06-01 16:55:00', '58': '2021-06-01 18:25:00', '73': '2021-06-01 14:00:00', '94': '2021-06-01 17:30:00', '121': '2021-06-01 17:30:00', '144': '2021-06-02 14:00:00', '168': '2021-06-01 17:00:00', '172': '2021-06-01 17:30:00', '200': '2021-06-01 17:00:00', '225': '2021-06-01 17:55:00', '245': '2021-06-01 16:00:00', '258': '2021-06-02 13:00:00', '259': '2021-06-01 18:00:00', '1002': '2021-05-31 20:00:00'}",Производитель,Lenovo,Модель,ThinkPad X1 Extre 2,Артикул,20QV0012RT,Серия (модельный ряд),Lenovo ThinkPad,Тип ноутбука,Бизнес,Диагональ дисплея,"15.6""",Разрешение,1920х1080 (FullHD),Поверхность экрана,антибликовое покрытие,Тип матрицы,IPS,Поколение процессора Intel,9-th generation,Процессор,Intel Core i5 9300H (2.4-4.1ГГц),Количество ядер процессора,4,Тип оперативной памяти,DDR4,Объем оперативной памяти,16 ГБ,Типы внутренних накопителей,SSD,Объем SSD,512 ГБ,Оптический привод,No ODD,Кардридер,Card-reader,Тип видеокарты,дискретная,Видеокарта,NVIDIA GeForce GTX 1650,Объем встроенной видеопамяти,4 ГБ,Веб-камера,WEB-Camera,Дополнительные возможности,встроенный микрофон,Дополнительные возможности,стереодинамики,Беспроводные технологии,Bluetooth,Беспроводные технологии,Wi-Fi,Интерфейсы и подключения,Smart Card,Интерфейсы и подключения,2 х USB 3.1,Интерфейсы и подключения,2 х USB Type-C,Интерфейсы и подключения,Комбинированный аудиоразъем,Операционная система,Windows 10 Pro 64bit,Емкость батареи,4 cell,Особенности,подсветка клавиатуры,Особенности,сканер отпечатков пальцев,Вес,1.7 кг,Цвет,черный,Страна производства,Китай,"Гарантия, мес",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
